Sal Consultoria E Serviços,Empresas Variadas,Lagoa Nova,(31) 3287-5746,"Av Nascimento de Castro, 1924 - SALA: 109;",59056-450
Helson José De Paiva,Dentistas,Lagoa Nova,(84) 3234-1025,"R Murilo Melo, 1916",59054-510
Metalúrgica E Vidraçaria Jucurutu,Metalurgia,Lagoa Seca,(84) 3223-2546,"Av Bernardo Vieira, 3303",59022-385
River Blue,Roupas e Artigos,Bom Pastor,(84) 3223-1365,"Av Miguel Castro, 599 - CS 3",59060-195
Drograria Nobre,Farmácias e Drogarias,Felipe Camarão,(84) 3205-2721,"R Santa Cristina, 794",59072-150
A F Brasil Construções,Construção Civil,Ribeira,(84) 3613-1796,"R Juvino Barreto, 257 - SL 8",59012-520
Fênix Informática,Suporte Técnico para Informática,Cidade Alta,(84) 99992-2385,"R João Pessoa, 265 - SL 110",59025-500
Casa Da Rapadura,Produtos Naturais,Alecrim,(84) 3223-3011,"R Presidente Quaresma, 452",59031-150
Copiadora Padre João Maria,Papelarias,Cidade da Esperança,(84) 3086-5191,"Av Paraíba, 89",59070-200
Prontoneuro Ponta Negra,Radiologia e Diagnóstico por Imagem,Neópolis,(84) 3234-0146,"Av Ayrton Senna, 1970",59088-100
Prime,Empresas Variadas,Capim Macio,(31) 3247-7754,"Av Engenheiro Roberto Freire, 1452",59082-400
Just Man,Roupas e Artigos,Petrópolis,(84) 99988-0421,"Av Afonso Pena, 628 - LJ 9",59020-065
La Tienda,Supermercados,Lagoa Nova,(84) 3222-1893,"Av Bernardo Vieira, 4144",59056-045
Regulauto Peças E Serviços,Autopeças e Acessórios,Igapó,(84) 3214-7330,"Av das Fronteiras, 451",59104-345
Associação Nacional Dos Funcionários Banco Brasil-anabb,Associações de Classe,Cidade Alta,(84) 3201-1914,"R Presidente Passos, 592",59025-410
Thyssenkrupp Elevadores,Serviços para Elevadores,Barro Vermelho,(84) 3221-4879,"R Jaguarari, 1395",59030-500
João Evangelista De Almeida,Endodontistas,Cidade Alta,(84) 3212-1295,"R João Pessoa, 267 - And-7 s-708",59025-902
Vanite Cabelos E Estética,Salões de Beleza e Cabeleireiros,Neópolis,(84) 3207-8368,"Av das Alagoas, 1216 - lj-20",59086-200
Arezzo Natal Shopping,Lojas de Calçados,Lagoa Nova,(84) 3232-0914,"Av Senador Salgado Filho, 2234 - lj-131",59075-000
Potiguar Carimbos,Fabricação e Venda de Carimbos,Alecrim,(84) 3223-2420,"Av Almirante Alexandrino de Alencar, 656",59031-350
Dunas Motel Ponta Negra,Motéis,Capim Macio,(84) 3642-1516,"R Francisco Pignataro, 1853",59082-070
Centro De Reabilitação Oral,Clínicas Odontológicas,Tirol,(84) 3211-0149,"Av Afonso Pena, 1158",59020-100
Depósito De Bebidas Santa Luzia,Distribuidores de Bebidas,Felipe Camarão,(84) 3205-2439,"Tv Nossa Senhora do Rosário, 711",59072-221
