Chacon Participações,Empreendimentos Imobiliários,Tirol,(84) 3231-4942,"Av Rodrigues Alves, 1293",59020-200
Espacial Chevrolet,Concessionárias,Igapó,(84) 3214-3021,"Av Doutor João Medeiros Filho, 287",59104-200
Ginecardio,Clínicos Gerais,Tirol,(84) 3211-3885,"Av Rodrigues Alves, 730",59020-200
Rede Educacional,Escolas,Lagoa Nova,(84) 3206-4504,"R Sérgio Severo, 1149",59063-380
M & B Livraria E Revistaria,Jornais e Revistas,Lagoa Nova,(84) 3234-7537,"Av Prudente de Morais, 3857 - lj-44",59056-902
Coleta Mix,Coletas de Entulho,Felipe Camarão,(84) 3202-4444,"Av Presidente Ranieri Mazzilli, 360",59074-185
4 Rodas Autopeças,Centros Automotivos,Alecrim,(84) 3653-4129,"R dos Paiatis, 1727",59035-150
Pet Hotel Tirol,Pet Shop,Tirol,(84) 3081-1010,"Av Campos Sales, 643",59020-300
Itália Bech,Hotéis,Areia Preta,(84) 3202-3377,"Av Governador Sílvio Pedroza, 24",59014-100
Dolce Spazio,Móveis Infanto-Juvenis,Tirol,(84) 3221-3006,"Tv Afonso Pena, 688",59020-105
M Autoelétrica Peças E Baterias,Centros Automotivos,Dix-sept Rosado,(84) 3213-9603,"Av Coronel Estevam, 2177",59052-200
Casa Nova Tecidos & Aviamentos,Costureiras,Alecrim,(84) 3213-2620,"R Leonel Leite, 1430",59037-820
Satélite Chaves Auto Service,Comércio de Artigos para Metal Mecânica,Pitimbu,(84) 3218-3073,"R Guaramirim, 238",59068-700
Panificadora Raquel,Padarias e Confeitarias,Felipe Camarão,(84) 3605-4713,"Tv Padre Cícero, 6",59072-771
Olisat,Soluções em Telecomunicações,Neópolis,(84) 3608-0002,"R Aeroporto do Galeão, 55",59080-500
George's Cabeleireiros,Salões de Beleza e Cabeleireiros,Tirol,(84) 3213-1656,"Av Bernardo Vieira, 3775 - lj-347 pi-3",59015-900
British,Escolas de Idiomas,Igapó,(84) 3088-1247,"Av Doutor João Medeiros Filho,",59104-095
Dame - Delegacia Especializada Em Armas Munições E Explosivos,Delegacias de Polícia,Ribeira,(84) 3232-2847,"R Henrique Castriciano, 198",59012-430
Trevo Elevadores,Manutenção de Elevadores,Pitimbu,(84) 3211-1039,"R Albatroz, 7981",59067-450
Rosa Maria De Queiroz Gonçalves Ferreira,Ginecologistas,Cidade Alta,(84) 3222-7654,"Av Rio Branco, 571 - And-2 s-213",59025-906
Maria Lúcia Cavalcanti Jales Soares,Advogados de Causas Cíveis,Tirol,(84) 3221-5400,"R Açu,",59020-110
Cachoeira Dourada Recepções,Buffet e Salões para Eventos e Festas,Neópolis,(84) 3207-1495,"R Cachoeira Dourada, 2964",59084-390
Rogel,Centros Automotivos,Felipe Camarão,(84) 3605-0709,"R Rainha do Mar, 135",59074-160
Coparn,Cooperativas de Produtores,Nossa Senhora Nazaré,(84) 3206-2242,"Av Amintas Barros, 1854",59062-195
Única Informática,Consultores em Informática,Lagoa Nova,(84) 3223-6263,"R da Aurora, 25",59054-680
Janil Pedro Dieb,Contadores e Escritórios de Contabilidade,Nossa Senhora Nazaré,(84) 3223-0534,"Av Coronel Estevam, 2128 - s-A",59062-200
Egcell,Empresas de Telefonia,Capim Macio,(84) 3219-5819,"Av Engenheiro Roberto Freire, 4",59082-400
Valéria Xavier Ferreira,Fonoaudiólogos,Tirol,(84) 3222-5103,"R Açu, 444",59020-110
Ótica Brasil Hiper,Óticas,Lagoa Nova,(84) 3206-6767,"Av Prudente de Morais, 3720 - lj-17",59054-900
Sim Odontológico,Clínicas Odontológicas,Cidade Alta,(84) 3211-9736,"R Princesa Isabel, 515",59025-400
Ney Silveira Dias,Escritórios de Advocacia,Petrópolis,(84) 3211-0550,"R Otávio Lamartine, 554",59020-050
Reabilitar Odontologia,Clínicas Odontológicas,Lagoa Nova,(84) 3231-1270,"Av Coronel Norton Chaves, 71",59075-200
Wyse Corretora De Seguros,Corretores de Seguros,Cidade Alta,(84) 3201-2318,"R João Pessoa, 267 - s-401",59025-902
Verd Frut,Sacolões Hortifrutigrangeiros,Cidade Nova,(84) 3231-7722,"Av Capitão-Mor Gouveia,",59070-400
Canto Do Piso,Construção Civil,Nova Parnamirim,(84) 3608-4647,"Av Maria Lacerda Montenegro, 2874 - lj-16",59152-600
Spazio Dentale,Clínicas Odontológicas,Tirol,(84) 3201-2559,"R Açu, 667",59020-110
Wr Assessoria Contábil,Contadores e Escritórios de Contabilidade,Tirol,(84) 3222-0880,"Av Prudente de Morais, 1213 - And-1 s-101",59020-505
Apec - Associação Potiguar Educação E Cultura,"Associações Culturais, Desportivas e Sociais",Potengi,(84) 3672-3184,"Av Doutor João Medeiros Filho, 2839",59110-200
Cs Comercial Sat,Tv por Assinatura,Alecrim,(84) 3091-1033,"R dos Canindés, 1465",59030-600
Restaurante Tal Sabor,Restaurante,Candelária,(84) 3206-8101,"R Jerônimo de Albuquerque, 3645",59064-650
Protel Extintores,Hidrantes e Extintores de Incêndio,Dix-sept Rosado,(84) 3213-6853,"Av Interventor Mário Câmara, 2107",59054-600
Jale Comercial De Bebidas,Distribuidores de Bebidas,Potengi,(84) 3661-1979,"Av Governador Antônio de Melo e Souza, 1831",59125-090
Desentupidora Tec Bem,Desentupidoras,Cidade da Esperança,(84) 3082-8057,"Tv Xavier Fernandes, 19",59070-085
Sul América Seguradora,Corretores de Seguros,Lagoa Nova,(84) 3234-0244,"Av Amintas Barros, 2979",59054-830
Girassol Veículos,Agências e Revendedores de Automóveis,Capim Macio,(84) 3234-6028,"R dos Amarantos, 208",59078-110
Cnetro Estético Salão De Beleza,Salões de Beleza e Cabeleireiros,Ponta Negra,(84) 3219-7031,"R Doutor Manoel Augusto Bezerra de Araújo, 2279",59090-430
Jvc Peças,Autopeças e Acessórios,Nossa Senhora Nazaré,(84) 3205-5985,"R dos Caicós, 2326",59060-700
Galego Da Cebola,Sacolões Hortifrutigrangeiros,Cidade Nova,(84) 3231-7029,"Av Capitão-Mor Gouveia,  - qd-D box-5",59070-400
Capotaria Do Naldo,Móveis Estofados e Armações,Neópolis,(84) 3207-3766,"Av Ayrton Senna, 4616",59088-100
Movimento,Lojas de Roupas Femininas,Tirol,(84) 3221-6538,"Av Bernardo Vieira, 3775 - lj-161",59015-900
Stalker,Lojas de Roupas Masculinas,Lagoa Nova,(84) 3207-9681,"Av Senador Salgado Filho, 2234 - lj-252",59075-000
Designer Brasil,"Organização de Eventos, Formaturas e Feiras Comerciais",Candelária,(84) 3207-5783,"R Engenheiro Octávio Tavares, 467",59066-020
Depósito Paraíba,Casa de Material de Construção,Potengi,(84) 3614-1910,"R Serra da Canastra, 1212",59127-230
Brasilgás Erivan Gás,Distribuidores de Gás,Felipe Camarão,(84) 3605-0678,"R da Sereia, 485",59074-090
U T I Das Chaves,Chaveiros,Lagoa Seca,(84) 3213-7039,"R Jaguarari, 1813",59032-620
Farmácia Nossa Senhora Guadalupe,Farmácias e Drogarias,Potengi,(84) 3214-4336,"Av Guadalupe, 2322",59112-560
Centro Vitta,Clínicos Gerais,Lagoa Nova,(84) 3206-3327,"R Leonardo Drumond, 1610",59075-210
Matienio Duarte Hilário,Digitalização de Documentos,Quintas,(84) 3653-2871,"R Coemaçu, 1052",59035-060
Artesanato Poutiguar Brasil,Artesanato,Rocas,(84) 3202-9394,"R Presidente Café Filho, 1160 - box-17",59010-810
Agricultec Agricultura Comércio E Representações,Produtos Agropecuários,Lagoa Nova,(84) 3211-6702,"R Doutor José Gonçalves, 1986",59056-570
Construtora Anglo Brasileira,Construção Civil,Barro Vermelho,(84) 3221-2731,"R Doutor Múcio Galvão, 420",59022-530
Mix Turismo,Agências de Turismo e Viagens,Ribeira,(84) 3217-3696,"Av Rio Branco, 325",59012-000
Maria Edi Elias De Farias,Oftalmologistas,Tirol,(84) 3211-0999,"R Mossoró, 563",59020-090
Escritório Advocacia E Assessoria,Escritórios de Advocacia,Lagoa Nova,(84) 3611-1363,"Av Antônio Basílio, 3569 - s-B",59056-275
Alumínio Potiguar,Chapas e Perfis de Aluminio,Alecrim,(84) 3613-1020,"R Presidente Quaresma, 805",59031-150
D Kasa Revestimentos E Acabamentos,Casa de Material de Construção,Tirol,(84) 3344-5441,"Av Hermes da Fonseca, 1169",59014-615
Ibge - Instituro Bras Geografia E Estatística,Institutos e Fundações,Petrópolis,(84) 3203-6150,"Av Prudente de Morais, 161",59020-395
Elite Car,Oficinas Mecânicas,Alecrim,(84) 3221-5164,"Av Coronel Estevam, 1102",59030-000
Pastéis E Massas Express,Pastelarias,Capim Macio,(84) 3234-0934,"Av Senador Salgado Filho, 2233 - lj-517",59078-901
Subsecretária De Polícia Civil,Secretarias Públicas,Lagoa Nova,(84) 3232-7867,"Av Prudente de Morais, 3564",59054-700
Neo Odonto,Clínicas Odontológicas,Tirol,(84) 3211-0777,"R Açu, 664",59020-110
Casa Civil Do Gov Do Estado,Administração Pública,Lagoa Nova,(84) 3234-3357,"R do Carbono, 32 - c-A1",59076-160
Seturn,Sindicatos e Federações,Ribeira,(84) 3222-8503,"Av Duque de Caxias, 27",59012-200
Pedra E Campim Dourado,Atacado e Fabricação de Bijuterias,Capim Macio,(84) 3236-3650,"Av Engenheiro Roberto Freire, 8000 - lj-2",59082-400
Consultoria Adriana Benavides,Consultores Empresariais,Candelária,(84) 3211-6701,"R Bernardo Dória, 3621",59064-640
Sommer Engenharia,Empresas de Engenharia,Capim Macio,(84) 3231-2238,"Av Passeio dos Girassóis, 2554",59078-190
Ee Isabel Gondim,Escolas,Rocas,(84) 3232-6623,"Lrgo Professor Acrísio Freire,",59010-210
Marinho Negócios Imobiliários,Imobiliárias,Tirol,(84) 3222-8992,"Av Prudente de Morais, 507 - s-907",59020-900
Newton Pontes De Vasconcelos,Dentistas,Tirol,(84) 3222-9901,"Av Prudente de Morais, 507 - sl-1101",59020-900
Valmir Som,Lojas de Som e Vídeo,Alecrim,(84) 3213-9087,"R dos Pajeús, 1455",59037-800
Fix Contabilidade & Consultoria,Contadores e Escritórios de Contabilidade,Tirol,(84) 3084-5443,"R Doutor Nilo Bezerra Ramalho, 1690 - s-7",59015-300
Reboque São Pedro,Carretas e Reboques,Lagoa Nova,(84) 3222-3131,"R Monsenhor Amâncio Ramalho, 102",59056-080
Art Flor,Floriculturas,Alecrim,(84) 3223-9094,"R Leonel Leite, 1396",59037-820
Desentupidora E Dedetizadora Vitor,Desentupidoras,Felipe Camarão,(84) 3082-9160,"R Santa Isabel, 85",59072-440
Harrison's Bolos & Tortas Especiais,Docerias,Potengi,(84) 3614-7076,"R Ilhéus, 2880",59120-700
Ciclomagazine,Bicicletarias,Neópolis,(84) 3207-5775,"Av São Miguel dos Caribes, 7",59086-500
Carango Equipadora,Centros Automotivos,Lagoa Seca,(84) 3201-2275,"Av Prudente de Morais, 2693",59022-310
Enelio Lima Petrovich,Escritórios de Advocacia,Cidade Alta,(84) 3222-3787,"Av Rio Branco, 571 - s-1008",59025-906
Natal Saf,Comércio de Equipamentos e Acessórios Náuticos,Ribeira,(84) 3201-1240,"R Teotônio Freire, 248",59012-110
Igreja Universal Do Reino Deus,Igrejas e Templos,Lagoa Nova,(84) 4008-4006,"R Coronel Auris Coelho, 2525",59075-050
Coi - Centro De Ortodontia Integrado,Clínicas Odontológicas,Petrópolis,(84) 3211-5654,"R Manoel Machado, 683",59012-320
Manary Gastronomia & Arte,Restaurante,Ponta Negra,(84) 3204-2900,"R Francisco Gurgel, 9067",59090-050
Set - Secretaria De Estado Da Tributação,Secretarias Públicas,Lagoa Nova,(84) 3232-2004,"Grup Centro Administrativo,  - km-0 br-101",59000-001
Vanda Festas,Aluguel de Equipamentos para Eventos e Festas,Potengi,(84) 3214-5739,"R Teresópolis, 2892",59110-190
Luciene Miguel Silva,Dentistas,Cidade Alta,(84) 3222-5710,"R João Pessoa, 265 - s-408",59025-500
Real Móveis,Móveis em Geral,Alecrim,(84) 3222-0104,"R Amaro Barreto, 1250",59040-450
Carlos Augusto Marques Gurgel,Dentistas,Cidade Alta,(84) 3222-4291,"R João Pessoa, 267",59025-902
Sape - Secretaria Da Agricultura Da Pecuária E Pesca,Secretarias Públicas,Lagoa Nova,(84) 3232-3100,"Grup Centro Administrativo,",59000-001
Banco Mercantil Brasil,Bancos,Lagoa Seca,(84) 4005-7900,"Av Prudente de Morais, 3151",59022-310
Buffet Roberta Moraes,Buffet e Salões para Eventos e Festas,Lagoa Nova,(84) 3091-0794,"R Jaguarari, 2185",59062-500
Condomínio Empresarial Trade Center,Administração de Condomínios Empresariais,Lagoa Nova,(84) 3234-5030,"R Romualdo Galvão, 1703",59056-100
Sapataria Camila,Lojas de Calçados,Alecrim,(84) 3213-1039,"Av Coronel Estevam, 1355 - lj-6",59031-000
Multtec,Casa de Material de Construção,Capim Macio,(84) 4141-4142,"R Walter Duarte Pereira, 1527",59082-470
Armindo Augusto Albuquerque Neto E Associados,Assessoria Jurídica,Tirol,(84) 3222-2245,"Av Prudente de Morais, 744 - s-1408",59020-510
Comtemaq,Assistência Técnica para Informática,Alecrim,(84) 3223-6868,"R dos Canindés, 1319",59030-600
Zabaione Doces E Salgados Finos,Buffet e Salões para Eventos e Festas,Pitimbu,(84) 3218-0891,"R dos Cardeais, 8004",59067-360
Sos Corretora De Seguros,Corretores de Seguros,Cidade Alta,(84) 3222-3910,"R João Pessoa, 265 - lj-9",59025-500
Mercadão Frangocarnes,Supermercados,Tirol,(84) 3222-0541,"Tv Joaquim Fagundes, 688",59020-435
Xeque Mate,Estúdios de Som,Candelária,(84) 3234-9919,"R Carlos Gomes, 3570",59065-090
Panificadora Bandeirante,Padarias e Confeitarias,Lagoa Nova,(84) 3223-4840,"R Padre Champagnat, 17",59054-840
Igreja Do Evangelho Quadrangular,Igrejas e Templos,Quintas,(84) 3653-6069,"R Presidente Kennedy, 57",59035-090
Seridoense,Centros Automotivos,Ribeira,(84) 3222-2888,"Av Duque de Caxias, 201",59012-200
Khronus Soluções,Soluções em Telecomunicações,Tirol,(84) 3344-4099,"Av Prudente de Morais, 507 - s-501 s-504",59020-900
Castelo Casado Iluminações,Som e Iluminação,Alecrim,(84) 3211-2027,"Av Almirante Alexandrino de Alencar, 483",59030-350
Comunidade Cristo Em Natal,Igrejas e Templos,Pajuçara,(84) 3213-4774,"Tv Aurora, 58",59123-225
Condomínio Residencial Dalton Cunha,Administração de Condomínios,Tirol,(84) 3201-4119,"Av Almirante Alexandrino de Alencar, 1366",59015-350
Antônio Feitosa De Melo,Escritórios de Advocacia,Tirol,(84) 3222-7670,"Av Hermes da Fonseca, 1105",59014-615
Planeta Brasil,Lojas de Roupas Unissex,Ponta Negra,(84) 3642-1723,"Av Erivan França, 108 - lj-1",59090-100
Urbana Companhia De Serviços Urbanos,Serviços de Limpeza e Conservação,Alecrim,(84) 3232-8769,"R Doutor Mário Negócio, 2389",59040-000
Ultragaz,Distribuidores de Gás,Nossa Senhora da Apresentação,(84) 3664-7313,"Av Boa Sorte, 379",59114-250
Ferreira Capotaria,Capotas para Veículos,Alecrim,(84) 3613-0654,"Tv Leão Veloso, 298",59035-560
1ª Urt Unidade Regional Tributação,Secretarias Públicas,Cidade Esperança,(84) 3232-4047,"Av Interventor Mário Câmara, 2550",59070-600
Casa Da Bicicleta,Bicicletarias,Igapó,(84) 3214-4208,"Av Bacharel Tomaz Landim, 2600",59104-212
Nova Casa,Casa de Material de Construção,Alecrim,(84) 2010-8855,"R Canideis, 1454",59000-001
A Bodega,Adegas,Petrópolis,(84) 3222-0257,"Av Afonso Pena, 579",59020-065
Ponto Chique Calçados,Lojas de Calçados,Capim Macio,(84) 3206-2163,"Av Senador Salgado Filho, 2233 - lj-736",59078-901
Wyfe Corretora De Seguros,Corretores de Seguros,Pajuçara,(84) 3662-3378,"R José dos Santos, 109 - And-1",59122-526
Dese Distribuidora,Projetos e Automação de Sistemas de Segurança,Lagoa Nova,(84) 3206-4431,"R Coronel Luiz Júlio, 388",59056-240
Don Rent A Car,Aluguel de Carros,Ponta Negra,(84) 3236-3111,"Av Praia de Ponta Negra, 8970 - s-9",59094-100
Orto-rio Ortopedia,Lojas de Produtos Ortopédicos,Petrópolis,(84) 3202-8674,"Av Nilo Peçanha, 269",59012-300
Condomínio Residencial Solar Vasconcelos,Administração de Condomínios,Petrópolis,(84) 3201-9602,"R Mipibu, 440",59020-250
Clube Mix Acessórios,Comércio de Bijuterias,Tirol,(84) 3223-6147,"Av Bernardo Vieira, 3775 - lj-151A pil-L1",59015-900
Sos Som E Alarme Equipadora,Projetos e Instalações de Som,Alecrim,(84) 3213-7318,"Av Almirante Alexandrino de Alencar, 806 - c-A",59031-350
Lanchonete,Lanchonetes,Lagoa Seca,(84) 3222-1253,"R José Farache, 6",59022-380
Hotel Porto Mar,Hotéis,Ponta Negra,(84) 4008-4242,"Via Costeira Senador Dinarte Medeiros Mariz, 455",59090-002
Água Santos Reis,Distribuidores de Água,Alecrim,(84) 3223-3928,"Av Almirante Alexandrino de Alencar, 584",59031-350
Pomar Hortfrut Natal,Sacolões Hortifrutigrangeiros,Candelária,(84) 3234-6850,"R Flor de Maio, 3513",59065-520
Fábrica De Óculos,Óticas,Cidade Alta,(84) 3211-3270,"R João Pessoa, 158",59025-500
Hard Help,Assistência Técnica para Informática,Lagoa Seca,(84) 2010-0719,"R Alberto Silva, 1512",59022-300
Rebimboca Serviços,Casa de Material de Construção,Capim Macio,(84) 3207-5033,"R Coronel Milton Freire, 2924",59078-310
Dona Moça Bar E Cozinha,Restaurante,Ponta Negra,(84) 3219-5057,"Av Erivan França, 180",59090-100
Luck Receptivo,Agências de Turismo e Viagens,Ponta Negra,(84) 3219-2966,"Av Praia de Ponta Negra, 8884",59094-100
Filomena Gráfica,Gráficas,Lagoa Seca,(84) 3302-6111,"R Antônio China, 623",59022-220
Mezzo Café,Restaurante,Ponta Negra,(84) 2226-4542,"Av Engenheiro Roberto Freire, 8790",59090-000
Henrique Lage Salineira Do Nordeste,Temperos,Lagoa Nova,(84) 3231-4599,"R Paulo Barros de Goes, 1840 - And-5 s-502",59064-460
Rentall Rent A Car,Aluguel de Carros,Nossa Senhora Nazaré,(84) 3231-1516,"Av Jerônimo Câmara, 1537",59060-300
Goulux Serviços Elétricos E Comércio,Empresas Variadas,Neópolis,(84) 99624-0605,"R Acre, 129",59080-110
Crediário Coração De Jesus,Produtos e Serviços Diversos,Igapó,(84) 3214-2620,"R Esperança, 5",59106-105
Center Peças - Com De Peças E Acess P/ Bicicletas E Mo,Bicicletarias,Felipe Camarão,(84) 3205-4763,"R Santa Verônica, 22",59074-550
Mercadinho Assunção,Supermercados,Nova Descoberta,(84) 99406-3436,"R Padre Raimundo Brasil, 914 - B SL 101",59075-100
Patachoca,Atacado e Fabricação de Confecções Unissex,Barro Vermelho,(84) 99143-6488,"R Joaquim das Virgens, 45",59030-390
Trokservise,Autopeças e Acessórios,Igapó,(84) 99407-6724,"Av das Fronteiras, 30",59104-345
Marize F De Souza Barbosa,Lanchonetes,Santos Reis,(84) 98705-1459,"R Coronel Flamínio, 45 - 17",59010-500
Sm Prestadora De Serviços,Desenvolvimento de Softwares e Aplicativos,Candelária,(84) 3234-0873,"R Princesa Leopoldina, 3401",59065-100
Clock's Shop Banca,Jornais e Revistas,Ponta Negra,(84) 3236-2818,"Av Engenheiro Roberto Freire, 8808",59090-000
Costa Construções E Serviços,Construção Civil,Nossa Senhora da Apresentação,(84) 99126-7731,"R Alvorada do Norte, 270",59115-230
Micro Informática,Assistência Técnica para Informática,Lagoa Nova,(84) 3234-1448,"Av Jerônimo Câmara, 20 - SALA 01",59063-100
D' Brasil Gemstones,Ourives e Comércio de Ouro,Ponta Negra,(84) 99928-0889,"Av Erivan França, 901 - LJ 2",59090-100
Projemap,Construção Civil,Ponta Negra,(84) 4141-2567,"R Ponta de Tourinhos, 2110",59094-030
Multipesquisa,Soluções em Telecomunicações,Tirol,(84) 3615-1555,"R Conselheiro Brito Guerra, 1278",59015-040
A. P. V. Empreendimentos Ltda. -,Construção Civil,Tirol,(84) 98701-3980,"Av Prudente de Morais, 850 - SL 5",59020-510
Centro De Formação De Condutores,Auto Escolas,Alecrim,(84) 98818-0847,"Av Coronel Estevam, 1147",59030-000
Condomínio Cristo Redentor,Condomínios,Lagoa Nova,(84) 3206-6503,"Av Nascimento de Castro, 1245",59056-450
Bpv Promotora De Vendas E Cobrança,Consultoria Empresarial,Cidade Alta,(84) 3217-1215,"Av Deodoro da Fonseca, 454 - SL 1",59025-600
Vestit Moda Evangélica,Roupas e Artigos,Alecrim,(84) 3223-5084,"R Machado de Assis, 1416",59040-290
Cia Do Jeans,Roupas e Artigos,Capim Macio,(84) 3205-6097,"R Nossa Senhora da Penha, 100 - AP 102",59080-095
Alecrim Futebol Clube,Clubes Recreativos,Alecrim,(84) 3211-7501,"R dos Caicós, 1722",59037-700
Golatex,Atacado e Fabricação de Roupas Unissex,Alecrim,(84) 3613-0919,"Av Interventor Mário Câmara, 1702",59032-600
Mango Marina,Empreendimentos Imobiliários,Ponta Negra,(84) 2010-5351,"R das Algas, 2195 - CONJ ALAGAMAR",59090-410
Cirne & Lucena Comercial De Pneus,Pneus Novos e Recauchutados,Tirol,(84) 3215-1470,"Av Hermes da Fonseca, 863",59014-555
Fábio Frederik Do Nascimento Soares -,Mão de Obra Temporária,Pitimbu,(84) 99628-5655,"R do Condor, 8033 - SL 2",59067-420
Auto Elétrica Brasil,Autopeças e Acessórios,Alecrim,(84) 3344-3178,"R Presidente José Bento, 466",59037-060
Paróquia De Nossa Senhora De Fátima,Igrejas e Templos,Pajuçara,(84) 3615-2800,"R da Garoupa, 1",59132-310
Floricultura Capricho,Floriculturas,Cidade da Esperança,(84) 3205-5509,"Av Rio Grande do Sul, 26",59071-300
Paróquia Do Santuário Dos Mártires De Cunhau E Uruaçu,Igrejas e Templos,Nossa Senhora de Nazaré,(84) 3615-2800,"Av Miguel Castro, 1002",59062-000
Condomínio Morro Vermelho,Condomínios,Tirol,(84) 3201-8304,"R Ilíria Tavares Galvão, 55 - AP 102",59022-460
Área Pastoral(quase Paroquia)de Jesus Bom Pastor,Igrejas e Templos,Bom Pastor,(84) 3615-2800,"Av Bom Pastor, 1186",59052-080
Savox Áudio Service,Autopeças e Acessórios,Dix-sept Rosado,(84) 98899-1697,"Av Coronel Estevam, 1978",59052-200
Natal Festas,Supermercados,Potengi,(84) 3661-7801,"R São João da Barra, 2805",59112-260
Imep,Hospitais,Tirol,(84) 3211-5073,"R Capitão Abdon Nunes, 736",59014-540
Ramos & Sales - Médicos Patologistas Associados,Laboratórios de Anatomia Patológica e Citologia,Tirol,(84) 3611-9820,"R Maxaranguape, 620 - SL 3",59020-160
Patua Loteca,Casas Lotéricas,Neópolis,(84) 99197-3896,"Av Ayrton Senna, 3215 - LJ 9 E 10 PC ALIMENT",59088-100
Quality Montagem,Empresas Variadas,Lagoa Seca,(84) 98855-0536,"R Currais Novos, 120 - SL 1",59031-110
Fale Telecom,Empresas Variadas,Lagoa Nova,(84) 99128-7078,"R Joaquim Victor de Hollanda, 2234",59062-460
Autoelétrica Ceará,Centros Automotivos,Lagoa Nova,(84) 3213-0838,"R Nossa Senhora da Conceição, 84 - c-B",59054-720
Sttu - Secretaria De Transportes Urbanos,Secretarias Públicas,Alecrim,(84) 3232-8178,"Av Coronel Estevam, 1233",59031-000
Centro Integrado De Micro Biologia,Laboratórios de Análises Clínicas,Tirol,(84) 99612-2332,"Tv Afonso Pena, 952 - SL 3 E 4",59020-105
Condomínio Edifício Jerônimo Câmara,Condomínios,Tirol,(84) 3611-2263,"Av Hermes da Fonseca, 648",59020-095
Maria De Fátima Jardim De Lima,Salões de Beleza e Cabeleireiros,Cidade Alta,(84) 3221-1581,"Av Deodoro da Fonseca, 408",59025-600
Comercial Astro,Casa de Material de Construção,Igapó,(84) 3214-8953,"R Dona Izabel de Brito Lima, 34",59104-220
Consnat Construtora Natal Comércio E Representações,Construção Civil,Alecrim,(84) 3222-3146,"R Segundo Wanderley, 333 - SALA 105",59030-050
Guilherme Material De Construção,Casa de Material de Construção,Ponta Negra,(84) 3641-1592,"R Francisco Simplício, 52",59090-315
Condomínio Do Edifício Lélio Dantas,Condomínios,Lagoa Nova,(84) 99984-7130,"R Desembargador Sinval Moreira Dias, 1717",59056-310
Condomínio Do Edifício Vinícius De Morais,Condomínios,Lagoa Nova,(84) 3213-0559,"R dos Tororós, 146",59054-550
Condomínio Edifício Antônio Polidrelli,Condomínios,Tirol,(84) 3211-1965,"R Dom José Tomaz, 777",59022-250
Clínica De Ultra Sonografia Barbosa,Radiologia e Diagnóstico por Imagem,Potengi,(84) 3214-2062,"R Xavantina, 2881",59110-410
Condomínio Residencial Cote Dazur,Condomínios,Tirol,(84) 3221-0751,"R Professor Manoel Fernandes, 1277",59020-610
Girassol,Roupas e Artigos,Ponta Negra,(84) 99924-1779,"R Carapeba, 33",59090-390
Ponto Com Representações E Serviços,Casa de Material de Construção,Candelária,(84) 99926-3100,"R Raimundo Chaves, 1904",59064-390
Indústria E Comércio Santa Inez,Móveis em Geral,Nossa Senhora da Apresentação,(84) 3664-6369,"R Manoel Maria, 150",59114-182
Marcelino Auto Peças,Autopeças e Acessórios,Potengi,(84) 99974-4026,"Av Maranguape, 2790",59112-000
Preview,Agências de Publicidade e Propaganda,Tirol,(84) 99401-4019,"R Apodi, 579 - SL A",59020-130
W S Areal,Casa de Material de Construção,Capim Macio,(84) 3236-4495,"R Escritor Jaime Adour Câmara, 1669 - LJ 3",59082-460
V S Distribuidora,Lojas de Cosméticos e Perfumarias,Lagoa Nova,(84) 3082-8389,"R Nossa Senhora da Conceição, 172",59054-720
Ativa Assessoria Contábil,Assessoria Contábil,Cidade Alta,(84) 3201-7767,"R João Pessoa, 267 - s-411",59025-902
Crednegocios,Agências de Cobrança,Cidade Alta,(84) 99662-2777,"R João Pessoa, 265 - SL 111",59025-500
Restaurante E Sorveteria Paraíba,Restaurante,Cidade Alta,(84) 3222-1283,"R Mermoz, 233",59025-250
Bar E Lavajato Por Do Sol,Bares,Felipe Camarão,(84) 3605-3066,"Av Industrial João Francisco da Motta, 3977 - CS 3977",59072-480
P L A Construções,Construção Civil,Petrópolis,(84) 98867-3375,"Av Nilo Peçanha, 289 - AP 1100",59012-300
Credforte,Empresas Variadas,Alecrim,(84) 3212-2211,"Av Coronel Estevam, 1139 - LJ 5",59030-000
Brandão Serviços & Locação De Equipamentos,"Organização de Eventos, Formaturas e Feiras Comerciais",Lagoa Nova,(84) 3211-3286,"R Dom Joaquim de Almeida, 1751 - SL A",59056-140
Provider Soluções Em Informática,Suporte Técnico para Informática,Lagoa Nova,(84) 3223-6894,"R Almirante Tamandaré, 256",59054-560
Santa Luzia,Supermercados,Lagoa Nova,(84) 3234-0291,"R Coronel Auris Coelho, 219",59075-050
Droff,Roupas e Artigos,Lagoa Nova,(84) 3091-0818,"Av Prudente de Morais, 3720 - LJ 29",59054-900
Speed Gráfica E Copiadora,Gráficas,Alecrim,(84) 3012-2786,"R Castro Alves, 732 - LOJA 739",59032-480
Panificadora Nossa Senhora De Fátima,Padarias e Confeitarias,Cidade Nova,(84) 99126-2436,"R Senador José de Arimatéia, 264",59072-540
Crystal Collection,Comércio de Bijuterias,Tirol,(84) 3223-1735,"Av Bernardo Vieira, 3775 - LOJA 231",59015-900
Condomínio Memphis,Associações Sociais,Barro Vermelho,(84) 3091-0049,"R Coronel João Gomes, 532 - A AP 101",59030-320
Natal Hills,Empreendimentos Imobiliários,Ponta Negra,(84) 3219-2959,"R Doutor Silvino Meira e Sá Bezerra, 130",59090-170
Constrular,Casa de Material de Construção,Nordeste,(84) 99184-5659,"R Luiz XV, 2694 - LJ A",59042-140
