Factum Cortinas E Acessórios,Cortinas e Acessórios,Barro Vermelho,(84) 3212-1380,"Av Prudente de Morais, 1763",59022-550
São Severino,Oficinas Mecânicas,Alecrim,(84) 3223-4300,"R dos Paiatis, 1568",59037-150
Colezzione,Comércio de Bolsas e Malas,Petrópolis,(84) 3202-2284,"R Potengi, 394 - lj-27",59020-030
Viva Calçados,Lojas de Calçados,Alecrim,(84) 3613-1479,"Av Presidente Bandeira, 472 - lj-5",59037-200
Apcef - Associação Do Pessoal Da Caixa Econômica Federal Rn,Associações de Classe,Lagoa Nova,(84) 3206-2662,"Av Prudente de Morais, 3857 - s-55",59056-902
Sindicato Patronal Hotel Restaurante Bar Similares,Sindicatos e Federações,Tirol,(84) 3201-1053,"Av Prudente de Morais, 744 - And-13 s-1302",59020-510
Art Lab,"Ampliações, Cópias e Revelações de Fotos",Alecrim,(84) 3223-8853,"R dos Caicós, 1402",59037-700
Loja Do Estudante,Livrarias,Alecrim,(84) 3223-8071,"Av Presidente Bandeira, 344",59037-200
Cdhmp - Centro Direitos Humanos E Memória Popular,"Associações Culturais, Desportivas e Sociais",Cidade Alta,(84) 3211-0308,"R Vigário Bartolomeu, 635 - s-607",59025-904
Mercado Público Prefeitura,Mercados Municipais,Alecrim,(84) 3223-4756,"R dos Canindés, 164",59030-600
Fabi Gráfica,Gráficas,Quintas,(84) 3221-1914,"Tv Doutor Mário Negócio, 1822",59040-011
Foto Do Estudante,"Ampliações, Cópias e Revelações de Fotos",Alecrim,(84) 3213-4979,"R dos Caicós, 1392",59037-700
Conselho Municipal Direitos Criança E Adolescente Natal,Institutos e Fundações,Lagoa Seca,(84) 3223-3333,"R São José, 1439 - And-2 s-5",59031-630
Avelar Tur,Agências de Turismo e Viagens,Cidade Alta,(84) 3221-2088,"R Ulisses Caldas, 272 - And-1 lj-105",59025-090
Redemais Logística,Empresas de Logistica,Cidade da Esperança,(84) 3605-1333,"R Adolfo Gordo, 3812",59070-100
Europark,Diversões Eletrônicas,Ponta Negra,(84) 3236-3600,"Av Erivan França, 31",59090-100
Turbo Equipadora,Centros Automotivos,Neópolis,(84) 3207-4998,"Av das Alagoas, 1216 - lj-21",59086-200
Comercial Salvador,Casa de Material de Construção,Nossa Senhora da Apresentação,(84) 3664-2365,"Av Santarém, 1297",59114-200
Frs Refrigeração,Refrigeração Comercial e Industrial,Potengi,(84) 3662-7700,"R Cerro Azul, 238",59124-460
Oral Pet Medical Centro Médico E Odontológico Veterinário,Clínicas Veterinárias,Tirol,(84) 3219-0162,"Av Hermes da Fonseca, 991",59014-615
Alo América,Presentes,Tirol,(84) 3211-2343,"Av Rodrigues Alves, 930 - lj-11",59020-200
Phospodont,Distribuidores de Medicamentos,Capim Macio,(84) 3611-3159,"Av Ayrton Senna, 4148",59080-100
H E A Escritório Imobiliário,Imobiliárias,Tirol,(84) 3221-5494,"R Mossoró, 576 - s-8",59020-090
Provence Turismo,Agências de Turismo e Viagens,Ponta Negra,(84) 3219-0844,"Av Praia de Ponta Negra, 8980",59094-100
Am Contabilidade,Contadores e Escritórios de Contabilidade,Lagoa Nova,(84) 3201-9192,"Av Antônio Basílio, 3025 - s-409",59056-015
Lojão Das Variedades,Utensílios e Utilidades Domésticas,Igapó,(84) 3214-8200,"R Estrada do Golandim, 249 - lj-A",59000-001
Desatino,Lojas de Roupas Femininas,Alecrim,(84) 3213-8527,"R Leonel Leite, 1377 - lj-10A5",59037-820
Meios - Movimento De Integração E Orientação Social,Secretarias Públicas,Cidade Nova,(84) 3205-9436,"Av Solange Nunes do Nascimento, 970",59072-500
Squadrus Impermeabilizantes,Impermeabilizações e Isolamentos,Cidade Alta,(84) 3212-2056,"R Princesa Isabel, 830 - s-103",59025-400
Renilda Cabelos Estilos,Salões de Beleza e Cabeleireiros,Lagoa Nova,(84) 3206-0104,"R Coronel Auris Coelho, 95",59075-050
Jl Móveis,Móveis em Geral,Alecrim,(84) 3223-6650,"Av Presidente Bandeira, 485",59031-200
I A P Pinto Júnior,Imobiliárias,Capim Macio,(84) 3231-1727,"Av Passeio dos Girassóis, 2542",59078-190
Cooperativa De Economia E Crédito Mútuo Dos Empresário,Cooperativas de Crédito,Lagoa Nova,(84) 3234-2386,"Av Senador Salgado Filho, 2190 - s-14",59075-000
Natal Mármores & Granitos,"Mármores, Granitos e Granilites",Felipe Camarão,(84) 3205-1000,"Av Presidente Ranieri Mazzilli, 360",59074-185
Torno Mec,Metalurgia,Potengi,(84) 3661-5293,"R Pimenteiras, 1006",59108-320
Super Imports,Importação e Exportação de Produtos e Serviços,Alecrim,(84) 3223-6665,"Av Coronel Estevam, 1331",59031-000
Medilab,Laboratórios de Análises Clínicas,Neópolis,(84) 3208-0123,"R Expedicionário Abel Cabral, 26",59000-001
Clínica Graça Fernandes,Clínicas de Dermatologia,Tirol,(84) 3222-3334,"Av Rodrigues Alves, 930 - And-1 s-102",59020-200
Ebara Tecnologia Comércio E Serviços Em Informática,Equipamentos e Acessórios de Informática,Tirol,(84) 3212-1446,"Av Prudente de Morais, 1389 - s-103",59020-505
Condomínio Residencial Carecas Beach Flat,Condomínios,Ponta Negra,(84) 3641-1530,"R Santa Bárbara,",59090-665
Laboratório Albert Seibin Rn,Laboratórios de Análises Clínicas,Tirol,(84) 3222-4988,"R Jundiaí, 374 - SL 4 E 5",59020-120
Vidrax,Empregadas Domésticas,Potengi,(84) 3201-1781,"Av Itapetinga, 1975 - CJ SANTAREM",59124-400
Restaurante Masala,Restaurante,Capim Macio,(84) 3208-4374,"R Doutor Orlando de Azevedo, 1840",59082-050
Amg Orona Elevadores,Manutenção de Elevadores,Barro Vermelho,(84) 3201-4713,"R Francisco Dantas, 9",59030-710
Contauditoria Assessoria Empresarial,Empresas Variadas,Lagoa Nova,(84) 3204-6502,"R Almirante Tértius Rebelo, 1734",59054-520
Complexo Alaíde Fontoura,Condomínios,Lagoa Nova,(84) 3211-0312,"R Amaro Mesquita, 1676",59056-270
Casa Das Lâmpadas,Casa de Material de Construção,Pajuçara,(84) 3663-3019,"Av Comunidade em Ação, 31 - LOT JARDIM BRASIL",59131-515
Bm Produções E Promoções,Agenciamento e Desembaraço,Tirol,(84) 99114-2349,"Av Hermes da Fonseca, 1177 - AND SL 1",59014-615
Dr School,Salões de Beleza e Cabeleireiros,Lagoa Nova,(84) 3234-0366,"Av Miguel Castro, 1125 - CA",59075-740
J P Da Silva Peças E Acessórios,Autopeças e Acessórios,Redinha,(84) 99179-8108,"R Cristais de Gelo, 59 - LOT JARDIM FLORESTA",59122-660
Comercial Afl,Casa de Material de Construção,Nossa Senhora da Apresentação,(84) 99143-6042,"Tv dos Portugueses, 135 - CA",59114-194
Edmilson Dos Santos Filho,Empresas Variadas,Ribeira,(84) 3222-2363,"R Frei Miguelinho, 79",59012-180
Supermercado Nordestão,Supermercados,Potengi,(84) 3214-5117,"Av Doutor João Medeiros Filho, 1835 - NORDESTAO",59108-200
Tropcoco,Atacado de Produtos Alimentícios,Lagoa Nova,(84) 3221-4442,"Av Prudente de Morais, 3720 - PC ALIM H BOMPRECO",59054-900
Tci - Serviços De Treinamento E Consultoria Em Informática,Escolas de Informática,Lagoa Nova,(84) 3234-3540,"Av Lima e Silva, 1611 - SL 405",59075-710
V Monteiro De Lima,Hotéis,Ponta Negra,(84) 3234-0828,"R Pedro Fonseca Filho, 1089",59090-080
Stock Rações,Pet Shop,Cidade da Esperança,(84) 3605-9011,"Av Pernambuco, 51 - BOX 16",59070-300
V Monteiro De Lima,Hotéis,Ponta Negra,(84) 3234-0828,"R Pedro Fonseca Filho, 1089",59090-080
Stock Rações,Pet Shop,Cidade da Esperança,(84) 3605-9011,"Av Pernambuco, 51 - BOX 16",59070-300
Farmácia Do Povo,Farmácias e Drogarias,Lagoa Azul,(84) 3614-0753,"R das Crendices, 1010 - LJ A",59135-070
Metalúrgica Industrial Camarada,Casa de Material de Construção,Nordeste,(84) 3201-1753,"Av Felizardo Firmino Moura, 3410",59042-200
Comunic Propaganda,Agências de Publicidade e Propaganda,Cidade Alta,(84) 3211-8138,"R Mermoz, 173",59025-250
Lourdes Transportes,Transporte Rodoviário,Nossa Senhora da Apresentação,(84) 3664-8997,"R Tasso de Macedo, 685",59114-060
Sempre Gesso,Casa de Material de Construção,Redinha,(84) 99949-9576,"Av Doutor João Medeiros Filho, 3780 - RN",59122-200
Residencial Da Melhor Idade,Albergues,Capim Macio,(84) 3605-0640,"R General Dióscoro Vale, 363",59082-350
Le Chocolatier,Empresas Variadas,Petrópolis,(84) 3202-2811,"Av Afonso Pena, 394 - SL 14",59020-065
Valéria Maria De Sousa Laranjeiras,Móveis em Geral,Candelária,(84) 99982-6347,"Av Dão Silveira, 3712 - LJ A",59066-180
Nordestão,Supermercados,Felipe Camarão,(84) 3211-6942,"R Trairi, 342",59072-320
Df Rent A Car,Empresas Variadas,Ponta Negra,(84) 3082-8156,"Av Erivan França, 901 - LJ 11",59090-100
Panificadora Nossa Senhora Do Socorro,Empresas Variadas,Felipe Camarão,(84) 3605-4471,"Av Nossa Senhora do Rosário, 137 - Q B",59072-220
Condomínio Cancun,Condomínios,Candelária,(84) 3091-0049,"R Desportista Francisco Gomes, 1660 - AP 501 R CANCUN",59064-270
Novo Import,Armarinhos e Aviamentos,Pajuçara,(84) 99981-8266,"Av Governador Antônio de Melo e Souza, 2075",59123-030
Condomínio Residencial Petra,Condomínios,Tirol,(84) 3211-1905,"R Dom José Tomaz, 1040",59022-250
Óticas Líder,Óticas,Cidade Alta,(84) 3201-7694,"R Ulisses Caldas, 198 - LJ B",59025-090
Farmácia Pague Menos,Farmácias e Drogarias,Quintas,(84) 3653-2915,"Av Bernardo Vieira, 1051",59035-015
Instituição De Ensino Ferro Cardoso,Escolas,Cidade Alta,(84) 99962-1605,"Pc André de Albuquerque, 12",59025-580
Novo Import,Armarinhos e Aviamentos,Lagoa Azul,(84) 99983-8266,"R do Pastoril, 1079",59138-680
Papelaria E Foto Campelo,Papelarias,Cidade da Esperança,(84) 98135-1838,"Av Rio Grande do Norte, 77 - CSB",59070-500
Mudanças Potiguar,Transporte Rodoviário,Igapó,(84) 99424-0601,"R Campo Santo, 154",59104-050
Conside - Construção E Incorporação,Construção Civil,Nova Descoberta,(84) 3222-8972,"Av Amintas Barros, 3054 - SALA 02",59075-250
Dunnas Boliche,Boliche,Neópolis,(84) 99928-2409,"Av dos Ipês, 2789",59080-115
Infosele,Assistência Técnica para Informática,Pitimbu,(84) 3218-9775,"R Escritor Humberto de Campos, 27 - CS A",59069-300
Mercadinho Do Morais,Supermercados,Lagoa Nova,(84) 99913-5785,"R da Grafita, 26 - CS A",59076-760
Pronefro,Consultores em Saúde e Qualidade de Vida,Tirol,(84) 3221-4612,"R Desembargador Silvério Soares, 1007",59014-610
Cmp Comércio E Serviços,Construção Civil,Barro Vermelho,(84) 3208-3261,"R Desembargador Montenegro, 418",59022-640
Ativo - Assessoria E Consultoria Empresarial,Hospedagem de Sites e Venda de Domínios,Lagoa Nova,(84) 99913-8380,"Av Lima e Silva, 1592 - CS A",59075-710
Marreta Bebidas,Distribuidores de Bebidas,Ponta Negra,(84) 2030-9248,"Av Praia de Genipabu, 2152 - LJ 2",59094-010
Mundo Das Balas,Empresas Variadas,Quintas,(84) 98831-8499,"R São Geraldo, 70 - A CS A",59035-260
Estika & Puxa,Roupas e Artigos,Cidade Alta,(84) 3206-1590,"R Felipe Camarão, 649",59025-200
Cfaz Cursos,Empresas Variadas,Barro Vermelho,(84) 99985-7437,"R Montano Emerenciano, 656",59020-360
S X Elias,Casa de Material de Construção,Dix-sept Rosado,(84) 3223-6290,"R dos Potiguares, 1842 - LATERAL",59054-280
Delícia De Pão,Padarias e Confeitarias,Nordeste,(84) 99906-9253,"R Gutemberg Freire, 436 - ESQ",59042-320
Brazil Sun Travel,Agências de Turismo e Viagens,Ponta Negra,(84) 3642-2253,"Av Engenheiro Roberto Freire, 3157",59090-000
Francisco De Assis Barbalho De Melo,Transporte Rodoviário,Pitimbu,(84) 98874-8435,"R Ubaia, 7908",59067-620
Ng Equipadora,Autopeças e Acessórios,Lagoa Seca,(84) 99136-3358,"Av Prudente de Morais, 2657 - AND 2657 I",59022-310
Artes Do Nordeste,Comércio de Bijuterias,Praia do Meio,(84) 3202-2978,"Av Presidente Café Filho, 1160 - BOX 47",59010-000
Central De Serviços Gerais,Eletricistas,Nova Descoberta,(84) 3082-2332,"Vl Amintas Barros, 4036",59075-255
Serraria Progresso,Estruturas Metálicas e de Madeira,Igapó,(84) 3664-8818,"Av Bacharel Tomaz Landim, 3750",59106-120
Agência Marítima Pluricomercial,"Passagens Aéreas, Marítimas e Terrestres",Ribeira,(84) 3211-6914,"Tv Coronel Aureliano Medeiros, 37 - ANEXO A",59012-560
Condomínio Corais Enseada De Ponta Negra,Condomínios,Ponta Negra,(84) 3219-4525,"R Francisco Simplício, 145",59090-315
Comercial Trigo Norte,Cereais,Potengi,(84) 3662-9863,"Av Governador Antônio de Melo e Souza, 3146",59125-090
Edifício Studio Da Praia,Condomínios,Ponta Negra,(84) 4141-3603,"R Professora Francisca Ivone Cavalcanti, 75 - COND",59090-415
Shalom Empreendimentos,Construção Civil,Alecrim,(84) 3643-2193,"R Augusto Monteiro, 19",59037-340
Karisma Confecção E Serigrafia,Gráficas,Potengi,(84) 99922-3354,"R Jaciara, 229 - CS A",59124-220
Escritório De Advocacia Zilma Bezerra,Escritórios de Advocacia,Lagoa Nova,(84) 3206-1060,"R Jaguarari, 2523",59062-500
Brazil Beach Empreendimentos Imobiliários,Imobiliárias,Lagoa Nova,(84) 3234-4566,"R Romualdo Galvão, 1703 - And-1 s-110",59056-100
Cristal Produtos De Limpeza E Descartáveis,Produtos de Limpeza e Conservação,Tirol,(84) 3201-8463,"R Doutor Nilo Bezerra Ramalho, 27",59015-300
Henrique Escritório Imobiliário,Imobiliárias,Lagoa Seca,(84) 3223-3656,"R Alberto Silva, 1190",59022-300
Rota Do Sol Viagens E Turismo,Agências de Turismo e Viagens,Lagoa Nova,(84) 3206-7336,"Av Senador Salgado Filho, 2234 - lj-125",59075-000
Marrom Glace Doces & Cupcakes,Docerias,Ponta Negra,(84) 3236-2911,"R das Conchas, 2251",59090-420
Jardim Escola Dentinho De Leite,Escolas de Educação Infantil,Nova Descoberta,(84) 3206-0191,"R da Saudade, 1102",59056-400
Mercantil Ideal,Supermercados,Redinha,(84) 99157-5821,"Av Governador Antônio de Melo e Souza, 2129 - LJ",59122-400
Mercadinho Florania,Supermercados,Mãe Luíza,(84) 3202-1543,"R Camaragibe, 252",59014-220
Castim E Rabelo Advogados,Escritórios de Advocacia,Candelária,(84) 3011-1693,"R Anísio de Souza, 2586",59064-330
Naywton Imports,Autopeças e Acessórios,Nossa Senhora de Nazaré,(84) 3205-0090,"Av Coronel Estevam, 2192",59062-200
O Boticário,Lojas de Cosméticos e Perfumarias,Lagoa Nova,(84) 3086-5992,"Av Prudente de Morais, 3720 - LJ 20 E 21",59054-900
Casa Do Peixe,Peixarias,Lagoa Nova,(84) 3211-3992,"R Romualdo Galvão, 1438",59056-100
Carlos Moisés Do Nascimento Oliveira,Assistência Técnica para Informática,Potengi,(84) 98832-3341,"R Cambé, 13",59124-750
Severino Ramos Ângelo Da Silva Júnior,Suporte Técnico para Informática,Lagoa Azul,(84) 3662-8942,"R do Reisado, 867",59138-590
Sol Car Lava Jato,Centros Automotivos,Barro Vermelho,(84) 98807-2616,"R Desembargador Régulo Tinoco, 1087",59022-080
Manoel Roberto Da Costa,Produtos e Serviços Diversos,Nossa Senhora da Apresentação,(84) 3661-0668,"Av Boa Sorte, 10 - LOT J PROGRE",59114-250
Js Rações,Pet Shop,Potengi,(84) 3661-0346,"R Nova Russas, 2749",59110-610
Roberto Da Silva Santos,Casa de Material de Construção,Felipe Camarão,(84) 99931-4432,"R Francisca Campos, 661",59074-370
Fábrica Das Lentes,Óticas,Cidade Alta,(84) 3201-0762,"R Ulisses Caldas, 195",59025-090
Moda K,Roupas e Artigos,Bom Pastor,(84) 3084-0770,"R Santa Maria Eufrásia, 8",59052-010
Togs Roupas E Acessórios,Roupas e Artigos,Neópolis,(84) 3207-2364,"R Furnas, 4834",59088-040
Papel Center,Papelarias,Cidade Alta,(84) 3222-9693,"R Vigário Bartolomeu, 571 - SL 17",59025-100
Luguet,Lanchonetes,Tirol,(84) 3223-8701,"R Açu, 704 - SALA A",59020-110
Siscon Contadores Associados,Contadores e Escritórios de Contabilidade,Neópolis,(84) 99153-6747,"R Minas Novas, 3074",59088-725
Giramundo,Restaurante,Neópolis,(84) 99481-8058,"Av dos Pinheirais,",59080-250
Farmácia Nova Vida,Farmácias e Drogarias,Felipe Camarão,(84) 3205-8091,"R da Tamarineira, 837",59072-200
Pedrozina Saraiva De Souza,Supermercados,Neópolis,(84) 99986-0282,"R Aimorés, 5006 - ETAPA 1",59084-020
Jair Ducha Car,Autopeças e Acessórios,Lagoa Nova,(84) 99197-2665,"Av Xavier da Silveira, 1604",59056-700
Maria De Lurdes De Lima Porpino,Transporte Escolar,Potengi,(84) 3214-6603,"R São João da Barra, 2734 - CA",59112-260
O Galpão Da Construção,Casa de Material de Construção,Lagoa Nova,(84) 99991-7078,"Av Antônio Basílio, 3615",59056-275
Ativa Assessoria Contábil,Contadores e Escritórios de Contabilidade,Lagoa Nova,(84) 98130-7057,"R Doutor Horácio, 638",59054-640
Nortec - Comércio E Serviços Industriais,Supermercados,Pajuçara,(84) 3663-1141,"R dos Imigrantes, 1265 - LJB",59132-690
Érica Tatiana Medeiros De Queiroz,Salões de Beleza e Cabeleireiros,Neópolis,(84) 98727-2106,"R Inconfidentes, 4691 - CS A",59088-050
Ecolab Métodos Diagnóstico Ultrassonograficos,Laboratórios de Análises Clínicas,Petrópolis,(84) 3202-3255,"R Coronel Joaquim Manoel, 615 - s-703",59012-330
